County,Metropolitan,Town,Rural
GainesCounty,0,0,0
GalvestonCounty,0,0,0
GarzaCounty,0,0,0
GillespieCounty,0,0,0
GlasscockCounty,0,0,0
GoliadCounty,0,0,0
GonzalesCounty,0,0,0
GrayCounty,0,0,0
GraysonCounty,0,0,0
GreggCounty,0,0,0
GrimesCounty,0,0,0
GuadalupeCounty,0,0,0
HaleCounty,0,0,0
HallCounty,0,0,0
HamiltonCounty,0,0,0
HansfordCounty,0,0,0
HardemanCounty,0,0,0
HardinCounty,0,0,0
HarrisCounty,0,0,0
HarrisonCounty,0,0,0
HartleyCounty,0,0,0
HaskellCounty,0,0,0
HaysCounty,0,0,0
HemphillCounty,0,0,0
HendersonCounty,0,0,0
HidalgoCounty,0,0,0
HillCounty,0,0,0
HockleyCounty,0,0,0
HoodCounty,0,0,0
HopkinsCounty,0,0,0
HoustonCounty,0,0,0
HowardCounty,0,0,0
HudspethCounty,0,0,0
HuntCounty,0,0,0
HutchinsonCounty,0,0,0
IrionCounty,0,0,0
JackCounty,0,0,0
JacksonCounty,0,0,0
JasperCounty,0,0,0
JeffDavisCounty,0,0,0
JeffersonCounty,0,0,0
JimHoggCounty,0,0,0
JimWellsCounty,0,0,0
JohnsonCounty,0,0,0
JonesCounty,0,0,0
KarnesCounty,0,0,0
KaufmanCounty,0,0,0
KendallCounty,0,0,0
KenedyCounty,0,0,0
KentCounty,0,0,0
KerrCounty,0,0,0
KimbleCounty,0,0,0
KingCounty,0,0,0
KinneyCounty,0,0,0
KlebergCounty,0,0,0
KnoxCounty,0,0,0
LaSalleCounty,0,0,0
LamarCounty,0,0,0
LambCounty,0,0,0
LampasasCounty,0,0,0
LavacaCounty,0,0,0
LeeCounty,0,0,0
LeonCounty,0,0,0
LibertyCounty,0,0,0
LimestoneCounty,0,0,0
LipscombCounty,0,0,0
LiveOakCounty,0,0,0
LlanoCounty,0,0,0
LovingCounty,0,0,0
LubbockCounty,0,0,0
LynnCounty,0,0,0
MadisonCounty,0,0,0
MarionCounty,0,0,0
MartinCounty,0,0,0
MasonCounty,0,0,0
MatagordaCounty,0,0,0
MaverickCounty,0,0,0
McCullochCounty,0,0,0
McLennanCounty,0,0,0
McMullenCounty,0,0,0
MedinaCounty,0,0,0
MenardCounty,0,0,0
MidlandCounty,0,0,0
MilamCounty,0,0,0
MillsCounty,0,0,0
MitchellCounty,0,0,0
MontagueCounty,0,0,0
MontgomeryCounty,0,0,0
MooreCounty,0,0,0
MorrisCounty,0,0,0
MotleyCounty,0,0,0
NacogdochesCounty,0,0,0
NavarroCounty,0,0,0
NewtonCounty,0,0,0
NolanCounty,0,0,0
NuecesCounty,0,0,0
OchiltreeCounty,0,0,0
OldhamCounty,0,0,0
OrangeCounty,0,0,0
PaloPintoCounty,0,0,0
PanolaCounty,0,0,0
ParkerCounty,0,0,0
ParmerCounty,0,0,0
PecosCounty,0,0,0
PolkCounty,0,0,0
PotterCounty,0,0,0
PresidioCounty,0,0,0
RainsCounty,0,0,0
RandallCounty,0,0,0
ReaganCounty,0,0,0
RealCounty,0,0,0
RedRiverCounty,0,0,0
ReevesCounty,0,0,0
RefugioCounty,0,0,0
RobertsCounty,0,0,0
RobertsonCounty,0,0,0
RockwallCounty,0,0,0
RunnelsCounty,0,0,0
RuskCounty,0,0,0
SabineCounty,0,0,0
SanAugustineCounty,0,0,0
SanJacintoCounty,0,0,0
SanPatricioCounty,0,0,0
SanSabaCounty,0,0,0
SchleicherCounty,0,0,0
ScurryCounty,0,0,0
ShackelfordCounty,0,0,0
ShelbyCounty,0,0,0
ShermanCounty,0,0,0
SmithCounty,0,0,0
SomervellCounty,0,0,0
StarrCounty,0,0,0
StephensCounty,0,0,0
SterlingCounty,0,0,0
StonewallCounty,0,0,0
SuttonCounty,0,0,0
SwisherCounty,0,0,0
TarrantCounty,0,0,0
TaylorCounty,0,0,0
TerrellCounty,0,0,0
TerryCounty,0,0,0
ThrockmortonCounty,0,0,0
TitusCounty,0,0,0
TomGreenCounty,0,0,0
TravisCounty,0,0,0
TrinityCounty,0,0,0
TylerCounty,0,0,0
UpshurCounty,0,0,0
UptonCounty,0,0,0
UvaldeCounty,0,0,0
ValVerdeCounty,0,0,0
VanZandtCounty,0,0,0
VictoriaCounty,0,0,0
WalkerCounty,0,0,0
WallerCounty,0,0,0
WardCounty,0,0,0
WashingtonCounty,0,0,0
WebbCounty,0,0,0
WhartonCounty,0,0,0
WheelerCounty,0,0,0
WichitaCounty,0,0,0
WilbargerCounty,0,0,0
WillacyCounty,0,0,0
WilliamsonCounty,0,0,0
WilsonCounty,0,0,0
WinklerCounty,0,0,0
WiseCounty,0,0,0
WoodCounty,0,0,0
YoakumCounty,0,0,0
YoungCounty,0,0,0
ZapataCounty,0,0,0
ZavalaCounty,0,0,0
