"County","FIPS","StateFIPS","CountyFIPS"
"ShermanCounty",48421,48,421
"SmithCounty",48423,48,423
"SomervellCounty",48425,48,425
"StarrCounty",48427,48,427
"StephensCounty",48429,48,429
"SterlingCounty",48431,48,431
"StonewallCounty",48433,48,433
"SuttonCounty",48435,48,435
"SwisherCounty",48437,48,437
"TarrantCounty",48439,48,439
"TaylorCounty",48441,48,441
"TerrellCounty",48443,48,443
"TerryCounty",48445,48,445
"ThrockmortonCounty",48447,48,447
"TitusCounty",48449,48,449
"TomGreenCounty",48451,48,451
"TravisCounty",48453,48,453
"TrinityCounty",48455,48,455
"TylerCounty",48457,48,457
"UpshurCounty",48459,48,459
"UptonCounty",48461,48,461
"UvaldeCounty",48463,48,463
"ValVerdeCounty",48465,48,465
"VanZandtCounty",48467,48,467
"VictoriaCounty",48469,48,469
"WalkerCounty",48471,48,471
"WallerCounty",48473,48,473
"WardCounty",48475,48,475
"WashingtonCounty",48477,48,477
"WebbCounty",48479,48,479
"WhartonCounty",48481,48,481
"WheelerCounty",48483,48,483
"WichitaCounty",48485,48,485
"WilbargerCounty",48487,48,487
"WillacyCounty",48489,48,489
"WilliamsonCounty",48491,48,491
"WilsonCounty",48493,48,493
"WinklerCounty",48495,48,495
"WiseCounty",48497,48,497
"WoodCounty",48499,48,499
"YoakumCounty",48501,48,501
"YoungCounty",48503,48,503
"ZapataCounty",48505,48,505
"ZavalaCounty",48507,48,507
